LocationID,LineCount,Entries,Exits,Stop Id,Stop Name,Easting,Northing,Location,Site Name,Heading,Status,longitude,latitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry
3162,1,13,0,4483,TUFNELL PARK STATION <>,529180,185800,"LUPTON STREET, 50.5 M W OF. O/S P/W 223C/225A.",BRECKNOCK ROAD,331.0,A,-0.138036331,51.55630137,1,0,4,0,0,0,0,10,1,0,18,13,3,7,10,253,2,106,0,1,3,0,63,0,0,14,6,0,0,4,2,3,1,1,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,POINT (529180 185800)
3177,7,3313,0,4476,FETTER LANE,531331,181176,"RED LION COURT, 10 M E OF. 40 M E OF FETTER LANE O/S 167",FLEET STREET,82.0,A,-0.108750488,51.51425158,0,1,68,4,0,4,12,3,0,0,122,108,42,35,65,458,26,234,0,7,12,1,118,0,0,16,2,1,0,3,0,18,1,6,1,0,3,0,0,0,2,0,13,0,0,0,0,0,0,0,POINT (531331 181176)
3178,7,6331,0,19399,CHANCERY LANE,531214,181130,"CHANCERY LANE, 40 M E OF  &  OPP CLIFFORDS INN PASSAGE.",FLEET STREET,252.0,A,-0.110452722,51.51386535,0,1,69,3,0,4,11,1,0,0,138,110,41,34,65,475,34,242,0,7,13,2,123,4,0,17,2,1,0,3,0,30,2,6,2,0,3,0,0,0,2,0,14,0,0,0,0,0,0,0,POINT (531214 181130)
318,8,52545,0,9752,KINGSLAND HIGH STREET / DALSTON JUNCTION #,533524,184866,"BOLEYN ROAD, 22 M S OF.   O/S NO.21.",KINGSLAND HIGH STREET,3.0,A,-0.075767902,51.54689763,0,0,1,0,0,0,1,1,0,0,17,16,14,1,12,553,1,164,0,0,1,0,94,0,0,16,3,0,0,1,3,7,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,POINT (533524 184866)
3182,2,7209,0,4474,HALL ROAD,526567,182948,"CIRCUS ROAD, 60 M N OF. OPP 25. O/S SOUTH LODGE.",GROVE END ROAD,165.0,A,-0.176731595,51.53126266,0,0,1,0,0,0,0,27,0,0,33,27,1,4,7,105,2,67,0,0,32,0,54,0,0,16,4,1,0,1,4,23,2,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,POINT (526567 182948)
3183,2,1351,0,19598,ABBEY ROAD / GROVE END ROAD,526487,183077,"HILL ROAD, 38 M S OF. O/S P/W 5/7. OPP NEVILLE COURT.",ABBEY ROAD,326.0,A,-0.177838002,51.53243988,0,0,1,0,0,0,0,27,0,0,25,20,2,4,3,89,2,62,0,0,30,0,50,0,0,13,3,0,0,1,3,20,1,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,POINT (526487 183077)
3184,2,1021,0,19599,MARLBOROUGH PLACE,526347,183280,"MARLBOROUGH PLACE, 56 M S OF .  OPP 23",ABBEY ROAD,142.0,A,-0.179782506,51.53429553,0,0,1,0,0,0,0,26,0,0,23,21,1,4,4,101,3,80,0,0,24,0,66,0,0,16,3,0,0,1,3,19,0,1,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,POINT (526347 183280)
3185,2,308,0,19400,MARLBOROUGH PLACE,526278,183353,"MARLBOROUGH PLACE, 41.5 M N OF. O/S 35.",ABBEY ROAD,321.0,A,-0.180750619,51.534967,0,0,2,0,0,0,0,21,0,0,21,18,1,2,3,97,3,81,0,0,22,0,66,0,0,16,3,0,0,1,1,19,0,1,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,POINT (526278 183353)
3186,2,1956,0,9753,BOUNDARY ROAD,526028,183637,"BOUNDARY ROAD, 45 M S OF. 47 M N OF BELGRAVE GARDENS.",ABBEY ROAD,314.0,A,-0.184251536,51.53757508,0,0,2,0,0,0,0,17,0,0,18,18,1,1,5,106,7,91,0,0,21,0,75,0,0,18,3,0,0,1,0,4,1,3,1,0,1,1,0,1,0,0,9,0,0,0,0,0,0,0,POINT (526028 183637)
319,9,33258,0,19600,DALSTON JUNCTION STATION #,533538,184841,"DALSTON LANE, 51 M N OF. 57 M S OF ABBOT STREET.  O/S 16.",KINGSLAND HIGH STREET,177.0,A,-0.075575602,51.54666967,0,0,1,0,0,0,1,2,0,0,17,16,14,1,11,559,1,165,0,0,1,0,94,0,0,15,3,0,0,1,2,7,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,POINT (533538 184841)
3191,1,733,0,11208,QUEENS GATE TERRACE,526177,179255,ELVASTON PLACE 22 M N OF. OPP P/ W 52/54.,GLOUCESTER ROAD,181.0,A,-0.183671669,51.49816119,0,0,7,0,0,0,0,41,0,0,144,64,9,8,34,322,6,99,0,1,8,0,75,0,0,23,2,0,2,13,2,28,4,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,POINT (526177 179255)
3192,1,2903,0,11209,QUEENS GATE TERRACE,526165,179265,"VICTORIA GROVE, 40 M S OF. 50 M N OF  &  OPP ELVASTON PLACE. O/S P/W 46/46B. OPP PH.THE HARRINGTON.",GLOUCESTER ROAD,1.0,A,-0.183840876,51.49825373,0,0,7,0,0,0,0,41,0,0,145,64,9,8,34,325,6,100,0,1,8,0,76,0,0,23,2,0,2,13,2,28,5,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,POINT (526165 179265)
3197,7,9817,0,4470,AMEN CORNER,527998,170875,"STELLA ROAD, 25 M N OF. O/S P/W 220/222. OPP 231.",MITCHAM ROAD - A217,356.0,A,-0.160483122,51.42244212,0,0,0,1,0,0,5,9,2,0,74,17,9,9,15,53,2,68,0,0,3,0,54,0,0,22,2,0,2,3,4,13,2,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,POINT (527998 170875)
3198,10,4709,0,11211,AMEN CORNER,527906,171004,"AVARN ROAD, 22 M E OF  &  OPP. OPP 182.  ON COUNCIL POST.",MITCHAM ROAD - A217,118.0,A,-0.161759044,51.42362219,0,0,0,1,0,0,5,9,2,0,75,19,9,9,16,62,2,68,0,0,3,0,53,0,0,24,3,0,2,3,4,13,3,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,POINT (527906 171004)
32,1,32315,0,11212,VICTORIA BUS STATION <> #,528940,179084,"WILTON ROAD, 29 M W OF.  90 M E OF BUCKINGHAM PALACE ROAD. 4 M W OF E WALL OF SUB-STATION. IN BAY 2.",VICTORIA BUS STATION,86.0,A,-0.143952219,51.49600157,7,0,15,0,1,1,1,11,0,0,76,71,12,18,51,265,17,193,3,3,9,0,107,0,0,29,3,0,2,5,1,20,3,2,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,POINT (528940 179084)
320,6,42783,0,19601,DALSTON JUNCTION,533695,184793,"ASHWIN STREET, 32 M W OF & OPP.  42 M E OF KINGSLAND ROAD.  2.5 M E OF ENT TO DALSTON JUNCTION STATION.",DALSTON LANE,267.0,A,-0.073331025,51.54620118,0,0,1,0,0,0,1,1,0,0,12,16,14,1,9,531,1,159,0,0,1,0,92,0,0,13,3,0,0,2,2,6,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,POINT (533695 184793)
3200,3,1033,0,9756,CUBA STREET,537115,179887,"CUBA STREET, 32.5 M S OF. 14 M N OF MANILLA STREET.",WESTFERRY ROAD,184.0,A,-0.025948731,51.50129562,2,1,9,2,1,1,4,25,0,0,67,35,11,5,78,159,8,108,0,6,6,3,54,0,0,15,8,0,1,3,0,20,1,0,2,0,1,1,0,0,4,0,7,0,0,0,0,0,0,0,POINT (537115 179887)
3201,4,1845,0,4469,BYNG STREET,537105,179783,"BYNG STREET, 16 M S OF  &  OPP. NO.22, 12 M N OF.",WESTFERRY ROAD,356.0,A,-0.026133094,51.50036349,2,1,9,2,1,1,4,24,0,0,67,35,11,6,78,148,7,110,0,6,4,3,55,0,0,16,8,0,1,3,0,20,1,0,2,0,1,1,0,0,4,0,8,0,0,0,0,0,0,0,POINT (537105 179783)
3217,3,4012,0,4466,CHATSWORTH ROAD,535466,186540,"HILLSTOWE STREET, 10 M E OF. O/S 134.",LEA BRIDGE ROAD,233.0,A,-0.047134379,51.56147804,0,0,0,0,0,0,0,1,0,0,2,4,0,0,2,150,0,78,0,0,0,0,61,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (535466 186540)
3218,4,1692,0,4465,CHATSWORTH ROAD,535398,186507,"CHATSWORTH ROAD, 50 M E OF. O/S PLAYING FIELDS. 25 M W OF BRITISH OAK PUBLIC HOUSE.",LEA BRIDGE ROAD,55.0,A,-0.048127446,51.56119781,0,0,0,0,0,0,0,1,0,0,2,4,0,0,2,170,0,85,0,0,0,0,66,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (535398 186507)
3234,3,1516,0,4461,VICTORIA GATE,527001,180836,"BROOK STREET, 57 M E OF. OPP HYDE PARK.",BAYSWATER ROAD,80.0,A,-0.171238745,51.51218509,1,0,3,3,0,0,3,36,0,0,84,52,6,9,25,181,12,111,0,3,16,0,60,0,0,30,4,0,1,6,1,14,4,1,1,0,0,0,0,0,2,0,3,3,0,0,1,0,0,0,POINT (527001 180836)
3235,3,486,0,4460,VICTORIA GATE,527009,180821,"VICTORIA GATE, 78 M E OF. 100 M E OF  &  OPP BROOK STREET.",BAYSWATER ROAD,260.0,A,-0.171128923,51.51204849,1,0,3,3,0,0,3,35,0,0,82,52,6,9,23,181,12,111,0,3,16,0,60,0,0,30,4,0,1,6,1,14,4,1,1,0,0,0,0,0,2,0,2,3,0,0,1,0,0,0,POINT (527009 180821)
3237,2,2022,0,19428,PORCHESTER TERRACE,526112,180616,"PORCHESTER TERRACE, 28 M W OF  &  OPP. 38 M E OF  &  OPP QUEENSBOROUGN TERRACE.",BAYSWATER ROAD,263.0,A,-0.184121395,51.5104069,0,0,3,0,0,0,3,38,1,0,126,69,7,5,34,230,10,101,0,2,9,0,69,0,0,31,8,1,1,6,0,22,1,3,1,0,1,2,0,0,1,0,10,0,0,1,1,0,0,0,POINT (526112 180616)
3238,4,3403,0,4348,ORME SQUARE,525759,180582,"ORME SQUARE, 8 M E OF. 11 M W OF 6.",BAYSWATER ROAD,85.0,A,-0.189217497,51.51017995,0,0,3,0,0,0,2,34,1,0,124,55,6,4,18,283,7,88,0,0,12,0,63,0,0,30,8,1,1,5,0,76,0,5,2,0,1,4,0,0,0,0,11,0,0,1,0,0,0,0,POINT (525759 180582)
3239,3,401,0,9795,PALACE COURT,525629,180551,"PALACE COURT, 31.2 M E OF AND OPP. O/S NO 4 KENSINGTON PALACE GARDENS.",BAYSWATER ROAD,261.0,A,-0.191100814,51.50993024,0,0,3,0,0,0,2,41,1,0,124,55,8,5,19,297,5,83,0,0,13,0,63,0,0,29,8,1,2,5,0,85,0,5,2,0,1,4,0,0,0,0,12,0,0,1,0,0,0,0,POINT (525629 180551)
324,14,41311,0,4347,CAMDEN TOWN STATION <>,528997,183959,"BAYHAM STREET, 40 M N OF.  O/S 22.",CAMDEN ROAD,224.0,A,-0.141348902,51.53979877,0,0,3,0,0,0,2,5,0,0,37,19,13,15,16,272,6,128,0,3,5,2,80,0,0,13,3,0,0,6,1,22,0,2,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,POINT (528997 183959)
3243,4,605,0,11245,NORLAND SQUARE,524251,180045,"HOLLAND PARK GARDENS, 50 M E OF. 55 M E OF  &  OPP NORLAND SQUARE. O/S P/W 153/155.",HOLLAND PARK AVENUE,250.0,A,-0.2111252,51.50568719,0,0,8,1,0,0,2,25,0,0,63,21,1,7,19,334,2,67,0,1,11,0,57,0,0,16,5,0,1,7,1,72,3,7,4,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0,POINT (524251 180045)
3246,4,2672,0,11246,ELMS ROAD / WINDMILL ON THE COMMON,529076,174762,"ELMS ROAD, 1 M N OF  &  OPP. 19 M S OF WINDMILL DRIVE (N ARM). ON METAL L/S 25.",CLAPHAM COMMON SOUTH SIDE,28.0,A,-0.143571838,51.45712973,0,0,0,0,0,0,1,8,0,0,41,26,8,16,26,136,6,62,0,1,0,0,55,0,0,12,2,0,0,1,2,2,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,POINT (529076 174762)
3247,3,825,0,4346,ELMS ROAD / WINDMILL ON THE COMMON,529058,174701,"ST GERARDS CLOSE, 47 M S OF. 69 M N OF NARBONNE AVENUE. OPP SLIP ROAD TO WINDMILL DRIVE.",CLAPHAM COMMON SOUTH SIDE,207.0,A,-0.143853008,51.45658564,0,0,0,0,0,0,1,8,0,0,39,24,8,14,24,126,6,62,0,1,0,0,56,0,0,11,4,0,0,1,2,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,POINT (529058 174701)
3249,2,1218,0,19429,BISHOPS BRIDGE ROAD / LITTLE VENICE,526420,181735,"PORTEUS ROAD, 30 M W OF. O/S JOHN AIRD COURT",HARROW ROAD,126.0,A,-0.179284575,51.52039448,0,0,6,2,0,0,4,40,2,0,97,63,9,10,34,249,10,124,0,3,24,0,76,0,0,44,6,1,1,6,4,7,4,1,2,0,2,4,0,0,4,0,6,0,0,1,1,0,0,0,POINT (526420 181735)
325,9,84011,0,4345,CAMDEN TOWN STATION <>,528932,183805,"UNDERHILL PASSAGE, 10 M N OF. O/S 163.",CAMDEN HIGH STREET,333.0,A,-0.14234198,51.53842966,0,0,3,0,0,0,2,4,0,0,37,18,13,16,16,268,5,130,0,4,5,2,80,0,0,13,3,0,0,6,1,22,0,2,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,POINT (528932 183805)
3251,2,3118,0,4344,BISHOPS BRIDGE ROAD / LITTLE VENICE,526480,181664,"BISHOPS BRIDGE ROAD, 25 M W OF. 7 M E OF TRAVIS PERKINS WOODYARD.",HARROW ROAD,302.0,A,-0.178445716,51.51974299,0,0,6,2,0,0,4,44,2,0,101,66,10,11,36,261,10,135,0,4,25,0,82,0,0,47,6,1,1,6,4,7,4,1,2,0,1,4,0,0,4,0,7,0,0,1,1,0,0,0,POINT (526480 181664)
3253,3,8658,0,11247,SUTHERLAND AVENUE,525362,181973,"SUTHERLAND AVENUE, 9.5 M E OF & OPP.  OPP NO.350.  O/S PENFIELD LODGE.",HARROW ROAD,310.0,A,-0.194440897,51.52276896,1,1,7,0,0,0,3,22,1,0,69,44,5,6,22,251,4,93,0,1,7,0,71,0,0,42,8,0,0,2,0,41,2,7,0,0,2,2,0,0,2,0,6,0,0,1,0,0,0,0,POINT (525362 181973)
3254,4,16707,0,19430,HARROW ROAD POLICE STATION,525055,182068,"WOODFIELD ROAD, 11 M E OF & OPP. 68 M W OF CHIPPENHAM ROAD. O/S KINCARDINE GARDENS ESTATE.",HARROW ROAD,101.0,A,-0.198829914,51.52369072,1,1,3,0,0,0,4,14,0,0,56,50,5,5,24,258,1,86,0,0,6,0,69,0,0,44,4,0,0,5,1,40,4,9,1,0,3,1,0,0,2,0,4,0,0,0,0,0,0,0,POINT (525055 182068)
3256,2,178,0,4343,PORTNALL ROAD,524666,182284,"PORTNALL ROAD, 30 M W OF. O/S P/W 544/546.",HARROW ROAD,133.0,A,-0.204357695,51.52571783,1,1,3,0,0,0,3,11,0,0,39,41,4,3,29,238,0,98,0,0,5,0,82,0,0,44,3,0,0,3,1,21,3,6,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,POINT (524666 182284)
3257,5,34083,0,19634,ASHMORE ROAD,524741,182204,OPP ASHMORE ROAD: O/S EMMANUEL PARISH CHURCH,HARROW ROAD,309.0,A,-0.203305457,51.52498232,1,1,3,0,0,0,4,14,0,0,48,47,5,4,31,254,1,100,0,0,4,0,83,0,0,52,3,0,0,7,1,23,3,6,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,POINT (524741 182204)
