LocationID,LineCount,Entries,Exits,Stop Id,Stop Name,Easting,Northing,Location,Site Name,Heading,Status,longitude,latitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
3035,2,2939,0,2295,LARDEN ROAD,521244,180086,"LARDEN ROAD, 70 M W OF  &  OPP. 30 M E OF  &  OPP CURLE STREET.",THE VALE,85.0,A,-0.254415503,51.50670816,0,0,0,0,0,0,0,9,1,0,24,14,0,3,11,131,0,59,0,0,0,0,59,0,0,18,3,0,0,5,1,1,3,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,POINT (521244 180086),106.6480345840239
3036,2,2603,0,17789,LARDEN ROAD,521257,180074,"LARDEN ROAD, 55.5 M W OF. O/S P/W 127/129.",THE VALE,265.0,A,-0.254232405,51.50659753,0,0,0,0,0,0,0,9,1,0,24,15,0,3,11,130,0,59,0,0,0,0,59,0,0,17,3,0,0,5,1,1,3,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,POINT (521257 180074),106.70202014272589
3037,4,659,0,13102,GROSVENOR ROAD,516015,180276,"SHIRLEY GARDENS, 3 M W OF  &  OPP. 6 M W OF GROSVENOR ROAD.",UXBRIDGE ROAD,263.0,A,-0.329661305,51.50951241,0,0,0,0,1,0,5,13,0,0,33,17,1,12,25,163,0,54,0,3,3,0,54,0,0,21,12,0,0,4,3,4,2,5,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,POINT (516015 180276),100.93729160502953
3039,2,31,0,10367,ACTON PARK,520818,180052,"EASTMAN ROAD, 4 M E OF  &  OPP. O/S ACTON PARK.",THE VALE,89.0,A,-0.260562228,51.50649374,0,0,0,0,0,0,2,8,0,0,26,21,0,9,19,138,0,49,0,1,0,0,48,0,0,23,4,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,4,0,POINT (520818 180052),111.02475172883301
3040,5,2616,0,17791,ACTON PARK,520788,180037,"UXBRIDGE ROAD 26M WEST OF EASTMAN ROAD,48M EAST OF VALE GROVE.",THE VALE,271.0,A,-0.260999408,51.50636534,0,0,0,0,0,0,2,9,0,0,26,21,0,9,20,140,0,47,0,1,0,0,46,0,0,23,4,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,5,0,POINT (520788 180037),111.04627865634313
3041,6,12933,0,17792,ACTON CENTRAL STATION #,520658,180055,"BIRKBECK GROVE, 16 M W OF  &  OPP. 125 M E OF BIRKBECK ROAD..",THE VALE,93.0,A,-0.262865454,51.50655485,0,0,0,0,0,0,3,9,0,0,26,23,0,12,22,146,0,50,0,1,0,0,49,0,0,23,4,0,0,2,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,3,0,POINT (520658 180055),109.95933339383322
30419,1,65,0,2294,MOSSENDEW CLOSE,505621,190658,"NORTHWOOD WAY, 25 M E OF. 25 M W OF  &  OPP MOSSENDEW CLOSE. OPP P/W 58/60.",NORTHWOOD ROAD,64.0,A,-0.476260048,51.60486427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,POINT (505621 190658),11.632864785159732
3042,7,15158,0,2293,ACTON CENTRAL STATION #,520548,180045,"BIRKBECK ROAD, 18 M E OF & OPP.  44 M E OF MELVILLE VILLAS ROAD.",HIGH STREET,273.0,A,-0.264453046,51.50648843,0,0,0,0,0,0,3,9,0,0,26,23,0,12,22,149,0,53,0,1,0,0,52,0,0,23,3,0,0,2,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,3,0,POINT (520548 180045),108.25009201498388
30420,1,11,0,10368,WICKHAM CLOSE,505517,190593,"WICKHAM CLOSE, 10 M W OF. O/S 36. OPP 33.",NORTHWOOD ROAD,240.0,A,-0.477780744,51.60429951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,POINT (505517 190593),12.022142499434983
3043,8,41754,0,2292,ACTON OLD TOWN HALL,520237,180074,"BERRYMEAD GARDENS, 60 M E OF. O/S P/W 100/102.",HIGH STREET,93.0,A,-0.26892207,51.50681525,0,0,0,0,0,0,5,10,0,0,26,25,0,12,24,151,0,57,0,1,1,0,56,0,0,23,3,0,0,3,1,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,4,0,3,0,POINT (520237 180074),99.4897158086365
3044,11,51248,0,2291,ACTON OLD TOWN HALL,520348,180056,"52M WEST OF ACTON LANE,37M EAST AND OPP LOCARNO ROAD",HIGH STREET,273.0,A,-0.267329616,51.50662988,0,0,0,0,0,0,4,9,0,0,27,25,0,12,23,155,0,53,0,1,1,0,52,0,0,22,3,0,0,2,1,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,4,0,3,0,POINT (520348 180056),102.82714778663113
3049,2,300,0,10369,TWYFORD AVENUE,519359,180257,"TWYFORD AVENUE, 30 M W OF. 40 M E OF  &  OPP KING EDWARD GARDENS.",UXBRIDGE ROAD,94.0,A,-0.281504971,51.50864589,0,0,0,0,0,0,5,6,0,0,15,14,0,10,18,110,0,46,0,0,1,0,45,0,0,15,4,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,POINT (519359 180257),74.62091996198487
30496,1,383,0,17793,CANONS CORNER,518168,192779,"REES DRIVE, 65 M E OF. 37 M W OF  &  OPP COURT DRIVE.",LONDON ROAD,73.0,A,-0.294452538,51.62143601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,1,24,0,0,0,0,21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (518168 192779),32.29973884291985
3050,3,3418,0,2289,TWYFORD AVENUE,519322,180247,"KING EDWARD GARDENS, 20 YDS E OF. O/S P/W 371/373.",UXBRIDGE ROAD,276.0,A,-0.28204124,51.50856382,0,0,0,0,0,0,5,6,0,0,16,14,0,10,17,106,0,46,0,0,1,0,45,0,0,15,4,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,POINT (519322 180247),72.75897453950074
3051,2,190,0,2288,BIRCH GROVE,519157,180315,"BIRCH GROVE, 20 M E OF. O/S P/W 368/370.",UXBRIDGE ROAD,121.0,A,-0.284394678,51.50920975,0,0,0,0,0,0,5,4,0,0,15,12,0,10,16,105,0,44,0,0,1,0,43,0,0,15,4,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,POINT (519157 180315),66.15874428139813
3052,2,286,0,2287,BIRCH GROVE,519068,180351,"FORDHOOK AVENUE, 26.5 M E OF & OPP.  73.5 M W OF HART GROVE.",UXBRIDGE ROAD,298.0,A,-0.285664365,51.50955204,0,0,0,0,0,0,4,2,0,0,11,6,0,9,12,96,0,45,0,0,1,0,44,0,0,12,4,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,POINT (519068 180351),63.38361002479357
3053,3,5595,0,13103,HANGER LANE,518533,180601,"HANGER LANE, 55 M W OF. OPP GRANGE ROAD.",UXBRIDGE ROAD,115.0,A,-0.293285877,51.51191127,0,0,0,0,0,0,1,9,0,0,53,26,3,14,14,135,0,56,0,0,2,0,47,0,0,12,7,0,2,6,0,7,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,POINT (518533 180601),60.82473514878249
3058,4,1930,0,2286,LONGFIELD AVENUE,517458,180662,"LONGFIELD AVENUE, 35 M W OF. OPP 49/51 (SHAFTESBURY HOUSE).",UXBRIDGE ROAD,76.0,A,-0.308749451,51.51268379,0,0,1,0,0,0,7,13,0,0,71,34,4,20,21,186,0,73,0,2,1,0,64,0,0,16,10,0,2,5,1,9,2,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,POINT (517458 180662),77.79838874969633
3062,5,767,0,13104,ST LEONARD'S ROAD,517198,180589,"ST LEONARDS ROAD, 75 M E OF. 121 M W OF CRAVEN  ROAD.",UXBRIDGE ROAD,73.0,A,-0.312518707,51.51208163,0,0,1,0,0,0,7,14,0,0,82,37,4,17,26,222,0,72,0,2,2,0,63,0,0,21,13,0,2,7,1,9,2,3,3,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,POINT (517198 180589),85.1429550059261
3063,4,3403,0,19896,DANE ROAD,516995,180514,"DANE ROAD, 30 M W OF. 43 M W OF  &  OPP ARDEN ROAD. OPP PH. THE COACH  &  HORSES. O/S HAWELI RESTAURANT.",UXBRIDGE ROAD,255.0,A,-0.315467527,51.5114496,0,0,1,0,1,0,5,16,0,0,84,35,3,19,29,206,0,66,0,2,2,0,61,0,0,21,14,0,2,7,2,11,2,4,3,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,POINT (516995 180514),88.02316360691279
3064,6,23962,0,2282,BROUGHTON ROAD,516918,180507,"BROUGHTON ROAD, 13 M E OF. 12 M E OF  &  OPP BROOMFIELD ROAD. O/S P/W 116/118.",UXBRIDGE ROAD,76.0,A,-0.316578919,51.51140261,0,0,1,0,1,0,4,13,0,0,82,28,1,15,25,188,0,61,0,2,2,0,60,0,0,18,14,0,2,6,2,11,2,4,3,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,POINT (516918 180507),87.94330508500188
3066,4,2501,0,2281,NORTHFIELD AVENUE,516783,180458,"CHAPEL ROAD, 10 M E OF.  90 M E OF NORTHFIEDS AVENUE.",UXBRIDGE ROAD,254.0,A,-0.318539611,51.51099011,0,0,1,0,1,0,4,14,0,0,79,23,1,14,22,175,0,52,0,2,1,0,52,0,0,17,12,0,0,6,2,5,1,4,3,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,POINT (516783 180458),89.80116458136813
3067,7,14517,0,2280,BEDFORD ROAD,516596,180420,"BEDFORD ROAD, 58 M W OF. 113 M  E GREEN MAN LANE.",UXBRIDGE ROAD,73.0,A,-0.321245605,51.51068716,0,0,1,0,1,0,4,10,0,0,45,11,0,10,19,142,0,50,0,2,1,0,50,0,0,14,10,0,0,2,2,4,1,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,POINT (516596 180420),95.33721874438527
3069,5,13707,0,19897,THE LIDO,516608,180408,"LEELAND TERRACE, 31 M E OF.  115 M W OF NORTHFIELDS AVENUE.",THE BROADWAY,260.0,A,-0.32107673,51.51057683,0,0,1,0,1,0,4,10,0,0,47,11,0,10,19,142,0,51,0,2,1,0,51,0,0,14,10,0,0,3,2,4,1,4,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,POINT (516608 180408),95.04082110287116
3071,6,28043,0,2278,WEST EALING BROADWAY,516274,180312,"ST. JAMES AVENUE, 40 M E OF. O/S P/W 93/95.",THE BROADWAY,252.0,A,-0.325919068,51.50978278,0,0,0,0,1,0,5,14,0,0,42,19,1,16,26,172,0,57,0,3,3,0,57,0,0,20,13,0,0,4,3,4,2,5,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,POINT (516274 180312),103.9103812734561
3072,7,13849,0,10371,GROSVENOR ROAD,516055,180293,"GROSVENOR ROAD, 2 M E OF  &  OPP. 24 M W OF ECCLESTON ROAD. O/S SIDE WALL OF 160.",UXBRIDGE ROAD,93.0,A,-0.329079595,51.509657,0,0,0,0,1,0,5,13,0,0,36,17,1,15,26,166,0,56,0,3,3,0,56,0,0,21,12,0,0,4,3,4,2,5,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,POINT (516055 180293),102.37810465209648
3073,2,16147,0,2276,WEST EALING BROADWAY,516360,180353,"MELBOURNE AVENUE, 39 M W OF  &  OPP. 85 M E OF BROWNLOW ROAD.",UXBRIDGE ROAD,73.0,A,-0.324666886,51.51013359,0,0,0,0,1,0,5,13,0,0,43,15,1,15,27,169,0,57,0,3,3,0,57,0,0,20,13,0,0,3,3,4,2,5,1,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,POINT (516360 180353),102.22136229229375
3077,4,1677,0,2274,CHURCH ROAD,515742,180196,"CHURCH ROAD, 16 M E OF  &  OPP.  16 M E OF ST GEORGES ROAD. O/S 3 HAYDON HOUSE.",UXBRIDGE ROAD,251.0,A,-0.333619571,51.50884933,0,0,0,0,1,0,2,9,0,0,19,14,1,10,20,125,0,49,0,1,3,0,42,0,0,14,9,0,0,4,3,3,1,4,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,POINT (515742 180196),85.19583776366197
3080,4,2100,0,13105,HALF ACRE ROAD,515221,180121,"HALF ACRE ROAD, 9 M E OF  &  OPP. 39 M E OF LOWER BOSTON ROAD. 124 M W OF BOSTON ROAD.",UXBRIDGE ROAD,256.0,A,-0.341147959,51.50828162,0,0,0,0,0,0,1,9,0,0,10,9,1,9,11,88,0,41,0,1,2,0,33,0,0,12,3,0,0,2,2,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (515221 180121),56.79189711591574
3081,8,28952,0,2273,EALING HOSPITAL / WHARNCLIFFE DRIVE,514783,180195,"WHARNCLIFFE DRIVE, 37 M W OF.  OPP ENT TO EALING HOSPITAL.",UXBRIDGE ROAD,99.0,A,-0.347432304,51.50903576,0,0,0,0,0,0,1,9,0,0,7,9,1,7,6,72,0,41,0,1,2,0,32,0,0,8,3,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (514783 180195),41.95940787267762
3082,5,14584,0,10372,EALING HOSPITAL,514785,180161,"60 M W OF ENT TO EALING HOSPITAL, 60 M W OF & OPP WHARNCLIFFE DRIVE",UXBRIDGE ROAD,279.0,A,-0.347414555,51.50872977,0,0,0,0,0,0,1,9,0,0,7,8,1,7,6,70,0,40,0,1,2,0,31,0,0,8,3,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,POINT (514785 180161),41.19651275610527
3083,3,13834,0,2272,ST BERNARD'S GATEHOUSE / WINDMILL PARK,514637,180200,"WHARNCLIFFE DRIVE, 250 M W OF. OPP ST BERNARD'S WING, EALING HOSPITAL.",UXBRIDGE ROAD,90.0,A,-0.349533521,51.5091103,0,0,0,0,0,0,1,7,0,0,6,6,1,7,6,59,0,38,0,1,1,0,28,0,0,7,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (514637 180200),38.11311792735886
30877,1,204,0,2271,SLADES HILL,531660,196833,"WINDMILL HILL, 100 YDS N OF. O/S 12. OPP LATTER DAY CHURCH.",THE RIDGEWAY,344.0,A,-0.098145794,51.65487501,0,0,0,0,0,0,0,4,0,0,7,5,0,5,4,15,0,39,1,0,3,0,37,0,0,2,1,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (531660 196833),40.85362413730584
3088,2,126,0,17795,LYNDHURST AVENUE,513791,180341,"LYNDHURST AVENUE, 10 M W OF  &  OPP. 250 M W OF  &  OPP MORLAND GARDENS. O/S WEST MIDDLESEX GOLF CLUB.",UXBRIDGE ROAD,103.0,A,-0.361673099,51.5105484,0,0,0,0,0,0,1,0,0,0,6,1,0,1,6,34,0,46,0,0,0,0,41,0,0,6,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (513791 180341),51.68571546974556
3089,3,59,0,2270,LYNDHURST AVENUE,513830,180304,"LYNDHURST AVENUE, 20 YDS E OF. O/S 178.",UXBRIDGE ROAD,283.0,A,-0.361123293,51.51020801,0,0,0,0,0,0,1,0,0,0,4,1,0,1,5,28,0,44,0,0,0,0,37,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (513830 180304),49.26174063557359
30901,1,2086,0,13106,ST HELIER STATION #,525483,167192,"YENSTON CLOSE, 26 M N OF. 40 M S OF ENT TO ST.HELIER STATION.",GREEN LANE,304.0,A,-0.197936862,51.38990427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,28,0,55,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (525483 167192),57.51086566222244
3092,2,231,0,17796,SOUTHALL PARK,513248,180395,"PARK VIEW ROAD, 100 M E OF. O/S 95.",UXBRIDGE ROAD,67.0,A,-0.369476944,51.51114272,0,0,0,0,0,0,2,2,0,0,10,2,0,1,9,53,0,51,0,0,0,0,47,0,0,1,3,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (513248 180395),68.93058074824775
3093,4,234,0,2269,SOUTHALL PARK,513261,180366,"OAKWOOD AVENUE, 50 YDS W OF  &  OPP. 100M W OF GREEN DRIVE. ON L/S.",UXBRIDGE ROAD,242.0,A,-0.369299001,51.51087947,0,0,0,0,0,0,2,2,0,0,10,2,0,1,9,50,0,53,0,0,0,0,49,0,0,1,3,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (513261 180366),67.49124181909325
3094,6,83113,0,2268,SOUTHALL POLICE STATION,513007,180368,"NORTH ROAD, 80 M W OF. 125 M E OF LADY MARGARET ROAD. O/S PH.THE WHITE HART.",HIGH STREET,100.0,A,-0.372956917,51.51094825,0,0,0,0,0,0,2,2,0,0,11,2,0,1,9,64,0,49,0,0,0,0,45,0,0,1,3,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (513007 180368),77.03379630942385
3096,3,17962,0,19899,NORTHCOTE AVENUE,512452,180436,"NORTHCOTE AVENUE, 25 M E OF. O/S P/W 80/82.",THE BROADWAY,104.0,A,-0.380929381,51.51167004,0,0,0,0,0,0,2,2,0,0,11,2,0,2,9,67,0,41,0,0,0,0,39,0,0,1,3,0,0,3,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (512452 180436),80.12457127772325
3097,3,8969,0,2267,NORTHCOTE AVENUE,512464,180418,"OSWALD ROAD, 20 M E OF. O/S P/W 103/105.",THE BROADWAY,284.0,A,-0.380762268,51.51150587,0,1,0,0,0,0,2,2,0,0,11,2,0,2,9,68,0,41,0,0,0,0,39,0,0,1,3,0,0,3,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (512464 180418),80.08827742590408
3100,4,35163,0,17797,TRINITY ROAD,512052,180544,"RUSKIN ROAD, 40 M E OF. O/S P/W 215/217.",THE BROADWAY,100.0,A,-0.386656735,51.51272012,0,0,0,0,0,0,2,2,0,0,9,2,0,2,9,50,0,35,0,0,0,0,34,0,0,2,3,0,0,3,2,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (512052 180544),70.99109712259114
3101,4,22966,0,13107,TRINITY ROAD,512065,180527,"TRINITY ROAD, 28 M W OF. O/S P/W 209/211.",UXBRIDGE ROAD,280.0,A,-0.386474876,51.51256475,0,0,0,0,0,0,2,2,0,0,9,2,0,2,9,52,0,35,0,0,0,0,34,0,0,2,3,0,0,3,2,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (512065 180527),71.17336356230788
3103,2,188,0,10374,HAYES BRIDGE,511813,180581,"BANKSIDE, 15 M E OF. 50 M W OF BERESFORD ROAD. O/S PH.THE HAMBROUGH TAVERN.",UXBRIDGE ROAD,279.0,A,-0.39008768,51.51309997,0,0,0,0,0,0,1,1,0,0,3,0,0,1,4,33,0,17,0,0,0,0,16,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (511813 180581),64.02245320545508
3104,2,4250,0,2266,HAYES BRIDGE,511753,180605,"NEW DELAMERE ROAD, 88 M E OF. 187 M W OF LIVINGSTONE ROAD.",UXBRIDGE ROAD,102.0,A,-0.390944356,51.51332754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,17,0,0,0,0,16,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (511753 180605),62.54403329290281
3105,2,2709,0,2265,DELAMERE ROAD,511610,180625,"DELAMERE ROAD, 56 M W OF  &  OPP. 109 M E OF  &  OPP LONGFORD GARDENS.",UXBRIDGE ROAD,294.0,A,-0.3929979,51.51353553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,16,0,0,0,0,15,0,0,1,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (511610 180625),59.931625334278465
31051,1,40,0,13108,ST MARY'S ROAD,550307,173127,"ST MARYS ROAD, 50 M W OF. 10 M E OF 60. ON L/S 429/23.",DARTFORD ROAD,82.0,A,0.161099483,51.43720534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (550307 173127),10.805908080348118
